plant_name,scientific_name,plant_category,plant_type,days_to_maturity,plant_spacing,sowing_depth,position,season,germination,sowing_method,hardiness_life_cycle,characteristics,description,additional_information,seed_type,image_filename,cool_climate_sowing_period,temperate_climate_sowing_period,subtropical_climate_sowing_period,tropical_climate_sowing_period,arid_climate_sowing_period
Lavender- Bee (seedling),Lavandula angustifolia,herb,Perennial to 70cm; Honey-scented mauve flowers; Used for lavender oil production,,50cm,,"Full sun, well drained soil",,,Close,Hardy Perennial,Compact silver/grey foliage,"**Lavender Hidcote** is an Australian-bred variety of English lavender that grows into a rounded perennial shrub 70cm tall. Grey-green fragrant foliage is covered in masses of honey-scented mauve flower spikes 8-15cm long from mid-summer to autumn. This variety is used for lavender oil production and is also suited to growing in garden beds, borders, and large containers. Attracts bees and butterflies. Drought tolerant once established.",Purple/Violet Flowers; Container growing; Attracts beneficial insects; Borders; Beds; Drought tolerant; Ornamental use,,Lavender- Bee seedling_Lavandula angustifolia/Lavender- Bee seedling_Lavandula angustifolia_1.jpg; Lavender- Bee seedling_Lavandula angustifolia/Lavender- Bee seedling_Lavandula angustifolia_2.jpg; Lavender- Bee seedling_Lavandula angustifolia/Lavender- Bee seedling_Lavandula angustifolia_3.jpg; Lavender- Bee seedling_Lavandula angustifolia/Lavender- Bee seedling_Lavandula angustifolia_4.jpg,"September, October, November",,,,
Lavender- Hidcote,Lavandula angustifolia,herb,"Flowering perennial, 30cm; Deep purple fragrant flowers; Flowers can be dried",356 days,50cm,0mm,"Full sun, moist well drained soil","Spring, summer and early autumn",14-21 days @ 18-21°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Hardy Perennial,Compact silver/grey foliage; Mild onion flavour; Excellent for cut & dried flower arrangements,"**Hidcote Lavender** is a compact variety of English lavender with silver-grey foliage and masses of deep purple flowers in summer. A hardy perennial growing to 30cm, it grows best in a sunny spot with well-drained soil where its fragrant flowers can be enjoyed. Suitable for containers, its perfumed flowers will attract bees and can also be dried.",Purple/Violet Flowers; Container growing; Drought tolerant; Culinary use; Medicinal use; Ornamental use; Attracts beneficial insects; Cut flowers,"Open pollinated, untreated, non-GMO variety of seed",Lavender- Hidcote_Lavandula angustifolia/Lavender- Hidcote_Lavandula angustifolia_1.jpg; Lavender- Hidcote_Lavandula angustifolia/Lavender- Hidcote_Lavandula angustifolia_2.jpg; Lavender- Hidcote_Lavandula angustifolia/Lavender- Hidcote_Lavandula angustifolia_3.jpg,"September, October, November","September, October, November","September, October, November",,"September, October, November"
Lavender- Spira,Lavandula angustifolia,herb,"Flowering perennial, 100cm; Culinary & medicinal herb; Fragrant flowers",356 days,80cm,0mm,"Full sun, moist well drained soil","Spring, summer and early autumn",14-21 days @ 18-21°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Hardy Perennial,Compact silver/grey foliage; Mild onion flavour,**English Lavender** is a hardy perennial that grows up to 100cm. Similar to the 'True English' variety but slightly smaller and with better disease tolerance. Very attractive plants with grey/green foliage and sweet scented blue flowers. Has medicinal and culinary uses. Attracts bees and butterflies.,Purple/Violet Flowers; Attracts beneficial insects; Culinary use; Medicinal use; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Lavender- Spira_Lavandula angustifolia/Lavender- Spira_Lavandula angustifolia_1.jpg,"September, October, November","September, October, November","September, October, November",,"September, October, November"
Leaf Celery- Amsterdam,,herb,"Also known as ""Cutting Celery""; Grown for its flavourful leaves",80 days,30cm,3mm,"Part or full sun, moist soil","Spring, summer and autumn",14-21 days @ 20-24°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Hardy Biennial (usually grown as an annual),Grown for its flavourful leaves; Strong celery flavour,"**Cutting Celery** (also known as Smallage, Wild Celery) is a biennial often grown as an annual. Compact plants have small hollow stems and fine highly aromatic curled leaves. Grown for its leaves which are mostly used as a flavouring in soups, stews, stir-fries, and as a garnish. They have a stronger flavour than regular (stalk) celery and can be used both fresh and dried. Stalks are also used for flavouring but are normally discarded before eating as they can become fibrous. Can be grown in containers.",Container growing; Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Leaf Celery- Amsterdam_unknown/Leaf Celery- Amsterdam_unknown_1.jpg,"September, October, November, December","January, February, September, October, November, December","March, April, May, June, July, August, September, October","April, May, June, July, August, September","May, June"
Liquorice Root Plant,Glycyrrhiza glabra,herb,Medicinal & culinary herb; Low maintenance once established,730+ days,200cm,10mm,"Full or part sun, moist well drained soil",Spring or Summer,15-20 days @ 20-30°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Perennial,Compact silver/grey foliage,"**Cultivated Liquorice** or **Sweetwood** is a well-known hardy perennial herb that grows to 150cm in height with fern-like foliage and small purple/blue flowers. Harvest the root at any time of year, 2-3 years after planting when the root size is between 3-5cm. The root can be dug out of the ground, washed, dried & eaten, or ground into a powder, or placed in water and boiled until water evaporates making a strong liquorice syrup. Distinct sweet liquorice flavour. Has a history of medicinal and culinary use. Also known as ""Cultivated Liquorice"" or ""Sweetwood"". Well drained soil. Full sun. Low maintenance once established. Dormant in winter.",Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Liquorice Root Plant_Glycyrrhiza glabra/Liquorice Root Plant_Glycyrrhiza glabra_1.jpg,"September, October, November",,,,
Mitsuba,Cryptotaenia japonica,herb,Asian vegetable/herb; Also known as Japanese Parsley and Trefoil; Celery/parsley like flavour,60 days,35cm,4mm,"Full sun, part sun or shade. Moist soil",Spring and autumn,7-14 days @ 22-28°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Frost hardy Perennial,Celery/parsley like flavour; Compact silver/grey foliage,"**Japanese Parsley** (also known as Trefoil, Honeywort) is an evergreen perennial that grows to 100cm (commonly grown as an annual). Plants are compact and resemble Italian Parsley in appearance. Leaves are very aromatic and have a flavour similar to a cross between celery and parsley and are used as both a herb and a vegetable. Most commonly used as a garnish, addition to salads and as a cooked vegetable in stir-fries, soups, stews, rice dishes, and in sushi. Can be grown in containers.",Container growing; Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Mitsuba_Cryptotaenia japonica/Mitsuba_Cryptotaenia japonica_1.jpg; Mitsuba_Cryptotaenia japonica/Mitsuba_Cryptotaenia japonica_2.jpg,"September, October, November",,,,
Mustard Greens- Ethiopian,Brassica carinata,herb,"Leaf vegetable native to Ethiopia; Also known as ""Abyssinian mustard"" or ""Texsel Greens""",30-45 days,30cm,5mm,"Part or full sun, moist soil",Spring and autumn,4-21 days @ 7-29°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Annual,Compact silver/grey foliage; Delicate flavour,"**Abyssinian Mustard** or **Texsel Greens** is a quick growing annual leaf vegetable native to Ethiopia. Thick green leaves have a mild mustard/cabbage flavour and a hint of garlic. Usually eaten cooked in stir-fries or steamed or boiled, can be added to soups or used fresh as a salad green.",Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Mustard Greens- Ethiopian_Brassica carinata/Mustard Greens- Ethiopian_Brassica carinata_1.jpg,"January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December"
Mustard Greens- Komatsuna,Brassica rapa,herb,"Hardy & easy to grow; Also known as ""Japanese Mustard Spinach""",30-45 days,30cm,5mm,"Part or full sun, moist soil",Spring and autumn,7-14 days @ 7-23°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Annual,Hardy & easy to grow; Compact silver/grey foliage,"**Japanese Mustard Spinach** (synonyms: _Brassica perviridis_; Annual leaf vegetable) is a tall rounded green leaf with thick juicy stem and upright growth habit. Mild mustard/cabbage flavour. Usually eaten cooked in stir-fries or steamed or boiled, can be added to soups or used fresh as a salad green. Hardy and easy to grow.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Mustard Greens- Komatsuna_Brassica rapa/Mustard Greens- Komatsuna_Brassica rapa_1.jpg,"January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December"
Mustard Greens- Ruffled Wasabina,Brassica juncea,herb,Annual; Wasabi like leaf mustard; Spicy flavour,45 days (baby leaf: 25 days),50cm,5mm,"Part or full sun, moist soil",Spring and autumn,7-14 days @ 18-20°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Annual,Spicy flavour; Compact silver/grey foliage; Delicate flavour,. **Wasabi Leaf Mustard** (Japanese leaf mustard variety) is grown for its similar flavour to wasabi. Bright green frilly ruffled leaves have a hot spicy flavour. Commonly used raw but can be cooked. Great for micro-greens. Easy and quick to grow. Best harvested at baby-leaf stage while leaves are still tender.,Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Mustard Greens- Ruffled Wasabina_Brassica juncea/Mustard Greens- Ruffled Wasabina_Brassica juncea_1.jpg; Mustard Greens- Ruffled Wasabina_Brassica juncea/Mustard Greens- Ruffled Wasabina_Brassica juncea_2.jpg,"January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December"
Mustard Greens- Wasabi,Brassica juncea,herb,Annual; Most commonly used for baby leaf production; Pungent flavour,45 days (baby leaf: 25 days),50cm,5mm,"Part or full sun, moist soil",Spring and autumn,7-14 days @ 18-20°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Annual,Pungent flavour; Compact silver/grey foliage,"**Mustard 'Wasabi'** This popular mustard variety is not true Wasabi (Wasabi japonica), but rather a tasty and versatile alternative. Its leaves have a pungent, mustardy flavor, making them perfect for adding to salads, sandwiches, cooked dishes, or using as a garnish. Easy to grow and quick to mature, it's ideal for baby leaf production.",Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Mustard Greens- Wasabi_Brassica juncea/Mustard Greens- Wasabi_Brassica juncea_1.jpg; Mustard Greens- Wasabi_Brassica juncea/Mustard Greens- Wasabi_Brassica juncea_2.jpg; Mustard Greens- Wasabi_Brassica juncea/Mustard Greens- Wasabi_Brassica juncea_3.jpg; Mustard Greens- Wasabi_Brassica juncea/Mustard Greens- Wasabi_Brassica juncea_4.jpg,"January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December"
