plant_name,scientific_name,plant_category,plant_type,days_to_maturity,plant_spacing,sowing_depth,position,season,germination,sowing_method,hardiness_life_cycle,characteristics,description,additional_information,seed_type,image_filename,cool_climate_sowing_period,temperate_climate_sowing_period,subtropical_climate_sowing_period,tropical_climate_sowing_period,arid_climate_sowing_period
Carrot- Dragon,Daucus carota,vegetable,Root vegetable; Purple skin with orange interior and yellow core; Sharp flavour,95 days,5cm,5mm,"Full sun, well drained soil","Spring, summer and autumn",14-21 days @ 10-30°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Half hardy Biennial (usually grown as an annual),Sharp flavour; Mild flavour,"A stunning variety with purple skin and an orange interior, featuring a bright yellow core and sharp flavour. Enjoy it raw or cooked for a burst of nutrition.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Carrot- Dragon_Daucus carota/Carrot- Dragon_Daucus carota_1.jpg,"January, February, March, August, September, October, November, December","January, February, March, April, August, September, October, November, December","February, March, April, May, June, July, August, September, October","February, March, April, May, June, July, August, September","January, February, March, April, May, June, July, August, September, October, November, December"
Carrot- Mercado De Paris,Daucus carota,vegetable,"Small round carrots; Quick growing, early producing variety; Root vegetable",70-90 days,4cm,5mm,"Full sun, well drained soil","Spring, summer and autumn",14-21 days @ 10-30°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Half hardy Biennial (usually grown as an annual),Mild flavour; Sweet roots growing to 18cm,"**Little Finger** is a unique small round orange carrot with a sweet flavour and soft texture. It's perfect for shallow soil and can be harvested at any stage, making it easy to grow in your home garden.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Carrot- Mercado De Paris_Daucus carota/Carrot- Mercado De Paris_Daucus carota_1.jpg,"January, February, March, August, September, October, November, December","January, February, March, April, August, September, October, November, December","February, March, April, May, June, July, August, September, October","February, March, April, May, June, July, August, September","January, February, March, April, May, June, July, August, September, October, November, December"
Carrot- Solar Yellow,Daucus carota,vegetable,Root vegetable; Yellow roots growing to 18cm; Juicy and very crunchy,63 days,5cm,5mm,"Full sun, well drained soil","Spring, summer and autumn",14-21 days @ 10-30°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Half hardy Biennial (usually grown as an annual),Mild flavour; Sweet roots growing to 18cm,"These entirely yellow roots grow up to 18cm and are renowned for their sweetness, juiciness, and crunchiness.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Carrot- Solar Yellow_Daucus carota/Carrot- Solar Yellow_Daucus carota_1.jpg; Carrot- Solar Yellow_Daucus carota/Carrot- Solar Yellow_Daucus carota_2.jpg,"January, February, March, August, September, October, November, December","January, February, March, April, August, September, October, November, December","February, March, April, May, June, July, August, September, October","February, March, April, May, June, July, August, September","January, February, March, April, May, June, July, August, September, October, November, December"
Cauliflower- All Year Round,,vegetable,Vegetable; Great backyard variety,110 days,85cm,5mm,"Full sun, moist soil",Late summer and autumn,7-14 days @ 10-30°C,Sow direct or raise seedlings,Hardy Biennial (usually grown as an annual),Tender burpless variety to 18cm,"**Windsor** is a popular English heirloom variety ideal for home gardeners. Its medium-sized firm heads feature dense curds and large green leaves, making it perfect for raw or cooked consumption.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Cauliflower- All Year Round_unknown/Cauliflower- All Year Round_unknown_1.jpg,"January, February, March, April, November, December","January, February, March, April, December","January, February, March, April, May","January, February, March, April","February, March, April, May, June, July"
Cauliflower- Early Jesi,,vegetable,Vegetable; Large heads up to 1.8kg; Fast growing,140 days,50cm,5mm,"Full sun, moist soil",Summer and autumn,7-14 days @ 10-30°C,Sow direct or raise seedlings,Hardy Biennial (usually grown as an annual),Fast growing,"This **Alverda** produces massive white heads growing up to 1.8kg, with fast growth rates allowing you to enjoy its deliciousness quickly. Leaves and heads can be eaten raw or cooked.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Cauliflower- Early Jesi_unknown/Cauliflower- Early Jesi_unknown_1.jpg,"January, February, March, April, November, December","January, February, March, April, December","January, February, March, April, May","January, February, March, April","February, March, April, May, June, July"
Cauliflower- First Early,,vegetable,Vegetable; Large heads up to 500g; Fast growing,90 days,50cm,5mm,"Full sun, moist soil",Summer and autumn,7-14 days @ 10-30°C,Sow direct or raise seedlings,Hardy Biennial (usually grown as an annual),Fast growing,"For hot and humid climates, try the compact **Snow Crown**, which grows small cauliflower heads up to 500g on fast-growing plants. Enjoy leaves and heads raw or cooked for maximum flavour.",Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Cauliflower- First Early_unknown/Cauliflower- First Early_unknown_1.jpg,"January, February, March, April, November, December","January, February, March, April, December","January, February, March, April, May","January, February, March, April","February, March, April, May, June, July"
Celery- Chinese,,vegetable,Vegetable; Very tender variety; Good in salads and stir-fries,120 days,30cm,3mm,"Part or full sun, well drained soil",Spring and autumn,14-21 days @ 21-25°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Hardy Biennial (usually grown as an annual),"Very tender variety; Also known as ""Sweet Pepper""; Sweet and crisp","**Romanesco** boasts an upright habit with dark green stalks and foliage. Its tender stalks are perfect for salads, soups, stir-fries, and as a cooked vegetable, while its leaves add depth to any dish when used fresh or dried.",Container growing; Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Celery- Chinese_unknown/Celery- Chinese_unknown_1.jpg; Celery- Chinese_unknown/Celery- Chinese_unknown_2.jpg,"September, October, November, December","January, February, September, October, November, December","March, April, May, June, July, August, September, October","April, May, June, July, August, September","May, June"
Celery- Peppermint Stick,,vegetable,Vegetable; Unique red and green stalks; Slow bolting,85 days,30cm,3mm,"Part or full sun, moist soil",Spring and autumn,14-21 days @ 21-25°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Hardy Biennial (usually grown as an annual),Slow bolting,". Get ready for the striking appearance of **Red Stalk**, a unique celery variety featuring stalks with alternating red and green/white stripes. This slow-bolting variety offers quick growth, excellent flavour, and versatility in both raw and cooked dishes.",Container growing; Culinary use,"Open pollinated, untreated, non-GMO variety of seed",Celery- Peppermint Stick_unknown/Celery- Peppermint Stick_unknown_1.jpg; Celery- Peppermint Stick_unknown/Celery- Peppermint Stick_unknown_2.jpg,"September, October, November, December","January, February, September, October, November, December","March, April, May, June, July, August, September, October","April, May, June, July, August, September","May, June"
Certified Seed Potato- Coliban,Solanum tuberosum,vegetable,Thin red skin and white flesh; All-purpose variety; Excellent mashed,85-105 days,30cm,20cm,"Full sun, moist well drained soil",Winter and spring,,**Sow direct:** This means that the seeds are best sown directly into the garden,Half Hardy Annual,Excellent mashed,"**Coliban Potatoes** are a versatile variety with smooth, creamy skin and white, fluffy flesh that excels in taste and texture. They're perfect for frying, roasting, making chips, or using in a range of culinary dishes. With good yield and storability, Coliban potatoes thrive in various soil types.",Container growing; Culinary use,,Certified Seed Potato- Coliban_Solanum tuberosum/Certified Seed Potato- Coliban_Solanum tuberosum_1.jpg,"August, September, October, November, December","July, August, September, October","May, June, July, August, September","April, May","August, September, October, November, December"
Certified Seed Potato- Kennebec,Solanum tuberosum,vegetable,"High yielding; Great for chips and frying; Includes: Alice Springs, Mildura, Albury-Wodonga, Shepparton, Wagga Wagga, Dubbo",80-100 days,30cm,20cm,"Full sun, moist well drained soil",Winter and spring,,**Sow direct:** This means that the seeds are best sown directly into the garden,Half Hardy Annual,High yielding; Sweet roots growing to 18cm; Mild sweet flavour,"**Kennebec** is a fast-growing, high-yielding variety that produces medium to large potatoes with a slightly nutty flavor. Renowned for its exceptional chip and frying qualities, Kennebec is an excellent choice for those seeking a reliable potato variety. Determinate growth means it will produce potatoes ready to harvest at roughly the same time.",Container growing; Culinary use,,Certified Seed Potato- Kennebec_Solanum tuberosum/Certified Seed Potato- Kennebec_Solanum tuberosum_1.jpg; Certified Seed Potato- Kennebec_Solanum tuberosum/Certified Seed Potato- Kennebec_Solanum tuberosum_2.jpg; Certified Seed Potato- Kennebec_Solanum tuberosum/Certified Seed Potato- Kennebec_Solanum tuberosum_3.jpg,"August, September, October, November, December","July, August, September, October","May, June, July, August, September","April, May","August, September, October, November, December"
Certified Seed Potato- Kipfler,Solanum tuberosum,vegetable,"Gourmet variety; Buttery flavour and smooth texture; Includes: Alice Springs, Mildura, Albury-Wodonga, Shepparton, Wagga Wagga, Dubbo",85-105 days,30cm,20cm,"Full sun, moist well drained soil",Winter and spring,,**Sow direct:** This means that the seeds are best sown directly into the garden,Half Hardy Annual,Buttery flavour and smooth texture; Mild flavour; Sweet roots growing to 18cm,"**Nicola Potatoes** boast small to medium-long elongated tubers with brown-yellow skin and light yellow flesh, earning them a reputation as a gourmet variety due to their buttery flavor and smooth texture. Excellent for roasting, boiling, steaming, and salads, Nicola potatoes are a determinate variety that will produce potatoes ready to harvest at roughly the same time.",Container growing; Culinary use,,Certified Seed Potato- Kipfler_Solanum tuberosum/Certified Seed Potato- Kipfler_Solanum tuberosum_1.jpg,"August, September, October, November, December","July, August, September, October","May, June, July, August, September","April, May","August, September, October, November, December"
